question,answer
Tôi phải làm gì khi gặp sự cố rút tiền không thành công tài khoản bị trừ tại máy ATM,"'Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố rút tiền không thành công, tài khoản bị trừ tiền tại máy ATM, Qúy khách vui lòng liên hệ với VCB để thực hiện tra soát theo 1  trong các hình thức sau:
- Lập  yêu cầu tra soát trực tuyến trên VCB Digibank đối với KHCN đang sử dụng VCB Digibank;
- Lập yêu cầu tra soát tại các điểm giao dịch của Vietcombank trên toàn quốc;
- Liên hệ Trung tâm hỗ trợ khách hàng của Vietcombank theo số hotline 24/7 là 1900545413 để được hướng dẫn và hỗ trợ.​​​​"
Vì sao tôi thanh toán sao kê thẻ tín dụng trên VCB Digibank trên trình duyệt web/trên ứng dụng mobile của VCB đúng ngày đến hạn nhưng vẫn bị tính là thanh toán không đúng hạn?,"​VCB có quy định về thời gian hệ thống xử lý tổng kết dữ liệu cuối ngày (18h30 hàng ngày), theo đó các giao dịch thực hiện sau thời điểm này sẽ được ghi nhận và hệ thống trong ngày tiếp. Vietcombank đã có thông tin tới quý khách về nội dung này trong các Thông báo sao kê thẻ, các dòng lưu ý trên kênh VCB Digibank trên trình duyệt web/trên ứng dụng mobile. Quý khách vui lòng thanh toán đúng số tiền quy định trước thời gian 18h30 ngày đến hạn  để được hưởng ưu đãi về phí/lãi."
"KH nhận thẻ (tín dụng/ghi nợ) nhưng không sử dụng được tại ATM/POS/chi tiêu online…, KH không biết nguyên nhân vì sao?","​Khách hàng nhận được Thẻ mới phát hành nhưng không sử dụng được có thể do các nguyên nhân sau:
- Thẻ chưa kích hoạt nên chưa chi tiêu được --> Trường hợp này khách hàng có thể tự kích hoạt thẻ bằng các phương thức nhắn tin qua kênh SMS/kênh VCB Digibank trên trình duyệt web/trên ứng dụng mobile hoặc liên hệ Chi nhánh phát hành thẻ/Trung tâm dịch vụ khách hàng (số điện thoại 1900545413) để kiểm tra và được hỗ trợ
- Thẻ chưa mở code Chi tiêu internet để có thể chi tiêu online
--> Trường hợp này khách hàng chủ động mở code trên VCB Digibank trên trình duyệt web/trên ứng dụng mobile hoặc liên hệ Chi nhánh phát hành thẻ/Trung tâm dịch vụ khách hàng (số điện thoại 1900545413) để kiểm tra và được hỗ trợ."
"Tôi bị nuốt thẻ tại ATM, tôi cần phải làm gì để nhận lại được thẻ","1. Thẻ do VCB phát hành
a. Tại CN quản lý ATM/VCBC
- Trong thời hạn ba mươi (30) ngày kể từ ngày thẻ bị thu giữ:
+ KH nhận được tin nhắn tự động từ hệ thống về việc đến nhận lại thẻ tại CN quản lý ATM/VCBC.
+ KH liên hệ CN quản lý ATM/VCBC để được kiểm tra thông tin KH, định danh và nhận bàn giao lại thẻ đã được mở khóa.
- KH liên hệ CN quản lý ATM/VCBC trong trường hợp có thể hỗ trợ trả ngay thẻ bị thu giữ tại ATM theo yêu cầu để được định danh theo quy định hiện và trả lại thẻ.
b. Tại CNPH
- Trường hợp thẻ VCB bị thu giữ tại ATM của VCB: Trong thời hạn ba mươi (30) ngày kể từ ngày thẻ bị giữ:
+ Chủ thẻ liên hệ với CN quản lý ATM/VCBC để nhận lại
thẻ.
+ Chủ thẻ liên hệ với CNPH để được định danh, và nhận lại thẻ.
- Trường hợp thẻ VCB bị thu giữ tại ATM của ngân hàng khác: Trong thời hạn mười (10) ngày làm việc kể từ ngày thẻ bị thu giữ và KH yêu cầu nhận lại thẻ tại CN của VCB/TCTTT:
+ Nếu TCTTT cho phép trả thẻ trực tiếp tại NHTT, KH mang CMND/CCCD/Hộ chiếu cùng Giấy xác nhận chủ thẻ (do CNPH cung cấp) đến nhận thẻ tại TCTTT.
+ Nếu KH muốn nhận thẻ tại một CN bất kỳ của VCB, KH liên hệ CN để được định danh và nhận lại thẻ.
+ Nếu KH yêu cầu phát hành thẻ mới hoặc việc trả thẻ của các TCTTT không đáp ứng được yêu cầu của KH: KH hủy thẻ cũ và liên hệ CNPH để phát hành thẻ thay thế.
2. Chủ thẻ của ngân hàng khác
a. Tại CN quản lý ATM/VCBC
- Trong thời hạn ba mươi (30) ngày làm việc kể từ ngày thẻ bị thu giữ tại ATM của VCB, KH liên hệ CN/VCBC kiểm tra, đối chiếu thông tin và nhận bàn giao lại thẻ.
b. Tại các CN
- Trong thời hạn mười (10) ngày làm việc kể từ ngày thẻ bị thu giữ tại ATM của VCB, KH mang CMND/CCCD/Hộ chiếu và Giấy xác nhận do TCPHT của chủ thẻ xác nhận đến nhận thẻ tại CN quản lý ATM/VCBC của VCB.
- Ngoài thời hạn nói trên, KH liên hệ với TCPHT để phát hành thẻ thay thế."
"Tôi bị mất thẻ, đã báo khóa thẻ qua Hotline bây giờ tôi đã tìm được thẻ, có nhu cầu mở khóa thẻ thì phải làm như nào?","​
Khách hàng có thể chủ động hoặc được hỗ trợ mở khóa thẻ trên các kênh sau:
1. VCB Digibank trên ứng dụng mobile
2. VCB Digibank trên trình duyệt web
3. Tại các điểm giao dịch Vietcombank."
Tại sao buổi tối tôi chỉ thực hiện rút tiền được 2 giao dịch thành công tại cây ATM của ngân hàng khác ?,"​Để đảm bảo an toàn cho giao dịch thẻ của khách hàng tại ATM, theo quy định của Ngân hàng Nhà nước về  giám sát chặt chẽ các giao dịch rút tiền vào ban đêm, trong khoảng thời gian 19h-7h hàng ngày, khách hàng chỉ có thể thực hiện được 02 giao dịch rút tiền khi giao dịch tại ATM của ngân hàng khác.
Tại các ATM của Vietcombank, khách hàng không bị giới hạn số lượng giao dịch như trên."
"Khi bị mất thẻ, tôi có thể báo khóa thẻ qua VCB thông qua những hình thức nào?","​Quý Khách có thể chủ động khóa thẻ tạm thời qua các hình thức sau:
Cách 1
Gửi tin nhắn SMS tới tổng đài 6167
Khóa toàn bộ thẻ tại VCB
VCB KT TOANBO
Khóa toàn bộ thẻ Visa
VCB KT VISA
Khóa toàn bộ thẻ Master
VCB KT MASTER
Khóa toàn bộ thẻ Amex
VCB KT AMEX
Khóa toàn bộ thẻ JCB
VCB KT JCB
Khóa toàn bộ thẻ Unionpay
VCB KT UNIONPAY
Khóa toàn bộ thẻ nội địa:
VCB KT NOIDIA
Lưu ý
: trường hợp không nhớ cú pháp cụ thể, khách hàng soạn tin nhắn theo cú pháp VCB HELP gửi đến tổng đài 6167 để được hướng dẫn.
Cách 2
VCB Digibank trên ứng dụng mobile
Truy cập ứng dụng VCB Digibank >> Khóa thẻ
Cách 3
VCB Digibank trên trình duyệt web
Đăng nhập VCB Digibank trên trình duyệt web >> Khóa thẻ
Cách 4
Tổng đài tự động (IVR)
Gọi điện đến tổng đài 1900545413 >> Nhấn phím 1 >> 1 >> 1 >> 1 và làm theo hướng dẫn
Cách 5
Trung tâm Hỗ trợ khách hàng 24/7
Gọi điện đến tổng đài 1900545413 >> Kết nối với nhân viên trực và yêu cầu khóa thẻ
Cách 6
Tại các điểm giao dịch Vietcombank
Khách hàng trực tiếp đến các điểm giao dịch của Vietcombank và yêu cầu khóa thẻ"
Tôi muốn kiểm tra hạn mức còn lại của thẻ tín dụng mà không muốn tới ngân hàng thì có thể kiểm tra qua đâu?,"​​​​Khách hàng có thể kiểm tra hạn mức tín dụng còn lại của thẻ tín dụng bằng các cách thức rất đơn giản như sau:
Cách 1:
Gửi tin nhắn theo cú pháp ""HM"" đến tổng đài 6167. (Lưu ý: Quý Khách cần đăng ký dịch vụ SMS Banking tại Vietcombank).
Cách 2:
Kiểm tra lại tin nhắn (SMS/OTT) thông báo gần nhất của Vietcombank khi khách hàng thanh toán thẻ. Trong thông báo sẽ có thông tin về số tiền thanh toán và hạn mức tín dụng còn lại của thẻ."
Thẻ của tôi có thể vô tình thực hiện giao dịch không tiếp xúc nếu tôi đi qua thiết bị đọc thẻ không tiếp xúc không?,"​
Không. Thiết bị đọc thẻ và thẻ cần phải ở khoảng cách rất gần (dưới 4cm), hơn thế nữa, thẻ cần đặt đúng vị trí để đọc thông tin trên thiết bị và cần phải giữ trong vài giây để xác nhận thông tin."
Thẻ không tiếp xúc có an toàn không?,"​
​​​​Có. Thanh toán không tiếp xúc sử dụng công nghệ chip mã hóa bảo mật và an toàn như các thẻ Chip thông thường. Bên cạnh đó, thẻ không tiếp xúc còn có phần an toàn hơn so với thẻ Chip thông thường do bạn sẽ không cần đưa thẻ của mình cho nhân viên bản hàng mà chủ động thực hiện chạm để thanh toán tại thiết bị thanh toán, thẻ sẽ không bao giờ rời khỏi tay bạn và các thông tin trên thẻ hoàn toàn được bảo mật.
Để thực hiện thanh toán, thẻ không tiếp xúc cần được đặt tại cự ly gần (dưới 4 cm) với thiết bị chấp nhận thẻ và cần được đặt đúng vị trí đọc thẻ không tiếp xúc trên thiết bị."
Tôi nên đặt thẻ không tiếp xúc cách thiết bị chấp nhận thẻ bao xa?,"​
Bạn nên đặt thẻ của bạn cách thiết bị chấp nhận thẻ tối đa trong khoảng 4cm để thực hiện thanh toán. Ngân hàng khuyến cáo các bạn nên đặt thẻ trực tiếp lên vị trí có biểu tượng của thiết bị chấp nhận thẻ và giữ trong vài giây cho đến khi giao dịch hoàn thành.
​​​​"
Tôi có thể sử dụng thẻ không tiếp xúc tại các thiết bị chấp nhận thẻ không có biểu tượng không tiếp xúc được không?,"​
Có. Bạn vẫn có thể sử dụng thẻ không tiếp xúc tại các thiết bị chấp nhận thẻ tiếp xúc thông thường bằng cách quẹt thẻ/ đưa thẻ vào khe đọc thẻ như các sản phẩm thẻ Chip thông thường khác.
​​​​"
Tôi có thể thực hiện thanh toán không tiếp xúc ở đâu?,"​
Bất cứ điểm chấp nhận thẻ nào có biểu tượng không tiếp xúc
, bạn chỉ cần chạm/ vẫy nhẹ để thanh toán. Điểm chấp nhận thẻ không tiếp xúc thường bao gồm nhà hàng ăn nhanh, siêu thị, cửa hàng tiện lợi, cửa hàng café, cây xăng, nhà thuốc....
Hiện tại một số Đơn vị chấp nhận thẻ của VCB đã chấp nhận thanh toán thẻ không tiếp xúc như: CGV, Starbuck, Highlands, BigC
​
...(
​
tại các điểm giao dịch đã được trang bị thiết bị chấp nhận thẻ không tiếp xúc
)"
Tôi có cần bảo quản thẻ không tiếp xúc như thế nào?,"​
Bạn cần bảo quản thẻ không tiếp xúc như với bất kỳ thẻ tín dụng và ghi nợ khác. Đảm bảo Thẻ không tiếp xúc nằm trong tầm kiểm soát của mình và ở nơi an toàn.
Không đặt Thẻ không tiếp xúc ở cự ly gần với thiết bị không tiếp xúc.
Thực hiện các biện pháp cần thiết để ngăn ngừa các giao dịch Thẻ không tiếp xúc phát sinh ngoài ý muốn khi Thẻ vẫn nằm trong dụng cụ đựng thẻ của Chủ thẻ;
Thường xuyên kiểm tra các tin nhắn thông báo giao dịch của Ngân hàng để kiểm tra số tiền đã thanh toán qua Thẻ, đồng thời có trách nhiệm thông báo ngay cho NH qua Hotline 24/7 hoặc các Chi nhánh/ PGD của Ngân hàng khi phát sinh Giao dịch thẻ không tiếp xúc ngoài ý muốn"
Vì sao một số giao dịch thẻ không tiếp xúc không cần ký/ nhập PIN?,"​
Để gia tăng sự tiện ích, đơn giản và thuận tiện của thẻ không tiếp xúc, những cửa hàng chấp nhận thiết bị chấp nhận thẻ không tiếp xúc sẽ không yêu cầu bạn ký/ nhập PIN cho các giao dịch có giá trị nhỏ (từ 1 triệu VNĐ trở xuống
1
). Tuy nhiên, để bảo vệ bạn, các khoản mua sắm trên 1 triệu VNĐ bạn sẽ được yêu cầu ký hoặc nhập mã PIN.
Hạn
mức
này có thể thay đổi theo từng thời kỳ theo quy định của Ngân hàng Nhà nước, các Tổ chức Thẻ quốc tế, Tổ chức chuyển mạch thẻ và/hoặc Ngân hàng."
Vì sao tôi nên sử dụng thẻ không tiếp xúc?,"​
Thanh toán không tiếp xúc có nhiều lợi ích:
Tính năng giúp bạn thanh toán nhanh hơn so với việc bạn chi trả bằng tiền mặt hoặc thực hiện đưa thẻ cho người bán hàng thanh toán theo phương thức tiếp xúc.
Đối với các giao dịch giá trị thấp, bạn không cần thực hiện ký hóa đơn/ hoặc nhập mã PIN, chỉ cần chạm để thanh toán và hoàn thành giao dịch.
Bạn sẽ chủ động kiểm soát vì thẻ không tiếp xúc không bao giờ rời khỏi tay bạn khi thanh toán
Bạn có thể lưu giữ hóa đơn thanh toán thẻ của các khoản mua sắm của bạn hiệu quả hơn so với khi dùng tiền mặt
Sử dụng nhanh và lý tưởng tại những nơi cần thanh toán nhanh, như cửa hàng cafe, nhà hàng đồ ăn nhanh, cây xăng và nhiều nơi khác mà trước đây bạn thường thanh toán bằng tiền mặt"
Làm sao tôi biết thẻ của tôi có phải thẻ không tiếp xúc không?,"​
Nếu thẻ bạn là thẻ không tiếp xúc, tại mặt trước của thẻ sẽ có biểu tượng không tiếp xúc
.​​​​"
Thẻ không tiếp xúc là gì?,"​
Thẻ Vietcombank không tiếp xúc là công nghệ thẻ mang đến cho khách hàng sự tiện lợi và đơn giản khi thanh toán hàng hóa dịch vụ. Để thực hiện giao dịch không tiếp xúc, chỉ cần chạm hoặc vẫy nhẹ thẻ của bạn lên thiết bị chấp nhận thẻ có biểu tượng không tiếp xúc. Bạn sẽ không cần nhập PIN/ hoặc ký tên với các giao dịch giá trị nhỏ."
Thế nào là thẻ chip? Đâu là điểm khác biệt giữa thẻ chip và thẻ băng từ? Thẻ Vietcombank hiện là thẻ chip hay thẻ từ?,"​
Thẻ chip còn được gọi là ""thẻ thông minh"". Thẻ có gắn một vi mạch trên bề mặt thẻ, và đây là điểm khác biệt cơ bản giữa thẻ chip và thẻ băng từ. Thẻ chip vẫn có một dải băng từ ở mặt sau tấm thẻ. Hiện Vietcombank phát hành cả thẻ chip và thẻ từ, tuy nhiên hầu hết các dòng thẻ của Vietcombank đang phát hành là thẻ chip nên có tính bảo mật cao nhất.
​​​​"
Thẻ tín dụng công ty của Vietcombank có thẻ phụ không?,"​
Do đặc tính thẻ dành riêng cho công vụ, vì vậy chúng tôi không cung cấp thẻ phụ cho thẻ tín dụng doanh nghiệp.​"
Tôi muốn đăng ký thẻ tín dụng công ty cho nhân viên của tôi. Vietcombank có cung cấp thẻ tín dụng công ty không?,"​
Hiện tại, Vietcombank đã phát hành 2 sản phẩm thẻ tín dụng công ty bao gồm thẻ Vietcombank Visa Corporate và thẻ Vietcombank American Express® Corporate, trong đó, thẻ Vietcombank American Express® Corporate là sản phẩm thẻ tín dụng công ty lần đầu tiên có mặt ở Việt Nam được cung cấp dành riêng cho các tổ chức, doanh nghiệp như một giải pháp thanh toán và quản lý chi tiêu công vụ toàn diện, hiệu quả, ưu việt, đồng thời đem lại nhiều tiện ích và ưu đãi hấp dẫn cho cán bộ, nhân viên của tổ chức, doanh nghiệp trong quá trình sử dụng thẻ.
​​​​"
Chủ thẻ phụ có cần phải chứng minh thu nhập hay không?,"​
Ngân hàng không yêu cầu chứng minh thu nhập của Chủ thẻ phụ vì Thẻ phụ được phát hành dưới tài khoản của Thẻ chính.
​​​​"
Thẻ tín dụng Vietcombank có hiệu lực trong bao lâu?,"Thông thường, thẻ tín dụng Vietcombank có hiệu lực là 05 năm. Tuy nhiên,
trường hợp chủ thẻ là người nước ngoài, hiệu lực thẻ có thể ngắn hơn tùy thuộc vào thời hạn làm việc còn lại tại Việt Nam trên giấy phép lao động của khách hàng.
​
​"
"Khi thẻ Vietcombank bị thất lạc hoặc bị đánh cắp, tôi nên làm gì?","​
​​​​Nếu thẻ tín dụng Vietcombank của bạn bị thất lạc hoặc bị đánh cắp, bạn cần ngay lập tức khóa thẻ trên VCB-iB@nking, VCB-Mobile B@nking, gửi tin nhắn SMS đến tổng đài 6167 hoặc gọi điện đến Trung tâm Hỗ Trợ Khách Hàng 24/7 của Vietcombank: 1900.54.54.13.
Xin lưu ý bạn sẽ chịu trách nhiệm với tất cả các khoản giao dịch phát sinh từ Thẻ tín dụng của bạn cho đến khi Ngân hàng nhận được thông báo mất thẻ và hoàn thành việc khóa thẻ."
Tôi có thể đăng ký dịch vụ trích nợ tự động bằng cách nào?,"​
Dịch vụ trích nợ tự động được cung cấp cho khách hàng đã có tài khoản thanh toán tại Vietcombank, quý khách có thể chọn thanh toán tối thiểu hoặc toàn bộ số dư nợ trên bảng sao kê hàng tháng. Quý khách chỉ cần đảm bảo có đủ hoặc nhiều hơn số tiền cần thanh toán vào ngày đến hạn.
​​​​"
"Nếu tôi thanh toán muộn hơn thời hạn thông báo trên sao kê của ngân hàng, tôi sẽ phải trả các khoản phí/ lãi như thế nào?","​
Nếu khách hàng không thanh toán số dư nợ tối thiểu khi đến hạn, một khoản phí chậm thanh toán (quy định trong biểu phí thẻ tín dụng) sẽ được ghi nợ vào tài khoản thẻ tín dụng. Đồng thời lãi suất sẽ áp dụng trên tổng số dư nợ và các giao dịch mới phát sinh (nếu có). Riêng đối với các giao dịch rút tiền mặt, lãi suất sẽ được tính ngay tại thời điểm khách hàng thực hiện giao dịch rút tiền mặt bằng thẻ tín dụng."
"Nếu đến ngày đề nghị thanh toán, khách hàng chỉ thanh toán số tiền tối thiểu thì có được không?","​
Khi đến ngày đề nghị thanh toán, bạn có thể chỉ thanh toán số tiền tối
t
hiểu (được thể hiện trên bảng sao kê). Tuy nhiên, để tránh phát sinh lãi suất đối với số tiền còn lại chưa thanh toán, ngân hàng vẫn khuyến khích khách hàng thanh toán toàn bộ số dư cần thanh toán trên sao kê."
"Trường hợp tài khoản tiền gửi của tôi tại Vietcombank là tài khoản ngoại tệ, tôi có thể dùng tài khoản này để thanh toán số dư VNĐ trên tài khoản Thẻ tín dụng không?","​
Bạn có thể chuyển khoản từ tài khoản ngoại tệ tại máy ATM, dịch vụ VCB-iB@nking hay trích nợ tự động để thanh toán số dư Thẻ tín dụng của mình như bình thường.
​​​​"
"Khi đến hạn thanh toán, tôi phải làm thế nào để thanh toán sao kê Thẻ tín dụng?","​
Hiện nay khách hàng có thể thanh toán sao kê thẻ tín dụng bằng các cách sau đây
:
Đăng ký trích nợ tự động
Thanh toán trực tiếp trên
VCB Digibank trên ứng dụng Mobile và trên trình duyệt web
(cho thẻ của bản thân hoặc của chủ thẻ VCB khác).
Nộp tiền mặt trực tiếp tại Chi nhánh/Phòng giao dịch của VCB
Chuyển khoản từ Ngân hàng khác
Quý khách l
ưu ý:
Đối với hình thức đăng ký trích nợ tự động:
·
Quý khách có thể yêu cầu VCB trích nợ tự động hàng ngày hoặc hàng tháng.
·
Tài khoản trích nợ tự động có thể tài khoản của chủ thẻ mở tại VCB hoặc tài khoản của người khác mở tại VCB (với điều kiện có sự đồng ý bằng văn bản của chủ tài khoản đó)
.
·
Đối với hình thức trích nợ tự động hàng ngày: Số tiền trích nợ tự động là toàn bộ dư nợ thẻ tín dụng.
·
Đối với hình thức trích nợ tự động hàng tháng: Số tiền trích nợ tự động có thể là số tiền thanh toán tối thiểu hoặc toàn bộ dư nợ thẻ tín dụng .
VCB sẽ thực hiện trích nợ tự động 01 ngày trước ngày đề nghị thanh toán, vào ngày đề nghị thanh toán và tối đa 3 lần sau ngày đề nghị thanh toán
.
Đối với hình thức thanh toán qua
VCB Digibank trên ứng dụng Mobile và trên trình duyệt web
: giao dịch sẽ được cập nhật vào hệ thống trong cùng ngày nếu được thực hiện trước 18h00 và vào ngày kế tiếp nếu thực hiện sau 18h00. Do đó, Quý khách vui lòng thanh toán trước 18h00 ngày đề nghị thanh toán để được hưởng ưu đãi về phí/lãi theo quy định của VCB.
Đối với hình thức chuyển khoản từ Ngân hàng khác: Các thông tin chuyển khoản như sau:
Số tài khoản hưởng
: Số tài khoản thẻ của Quý khách -
Tên tài khoản thụ hưởng
: Tên chủ thẻ chính
Hoặc
Số tài khoản hưởng
: 068270301015 -
Tên tài khoản thụ hưởng
: Trung gian thanh toan the
Chi nhánh
(nếu có): Trụ sở chính
Số tiền giao dịch
: Không lớn hơn số tiền dư nợ
Nội dung chuyển tiền
: Thanh toán sao kê thẻ tín dụng số tài khoản (ghi rõ số tài khoản thẻ)
(Lưu ý: Số tài khoản thẻ là Mã tài khoản được thông báo trên Sao kê thẻ tín dụng của Quý khách. Quý khách lưu ý sử dụng thông tin Số tài khoản thẻ,
không sử dụng thông tin số thẻ tín dụng
để tránh trường hợp giao dịch có thể bị trả lại do thông tin số tài khoản hưởng không đúng quy định)
Ngoài ra, các giao dịch thanh toán qua chuyển khoản từ ngân hàng khác sẽ được cập nhật vào hệ thống sau 1 - 2 ngày làm việc.
​​​​Do đó, Quý khách vui lòng thanh toán trước ít nhất 1 ngày làm việc so với Ngày đề nghị thanh toán để đảm bảo thời gian xử lý giao dịch chuyển tiền liên ngân hàng"
Tôi phải trả những khoản phí nào khi rút tiền từ thẻ tín dụng tại máy ATM?,"​
Khi thực hiện giao dịch ứng tiền mặt từ tài khoản tín dụng tại máy ATM, bạn chỉ phải trả phí
là
3,64% số tiền giao dịch (tối thiểu 45.454 VNĐ/giao dịch)
cho mỗi giao dịch tại máy ATM của Vietcombank tại Việt Nam.
Mức phí này chưa bao gồm VAT.
Tuy nhiên khi rút tiền
tại máy ATM của các ngân hàng khác
, bạn có thể sẽ phải thanh toán thêm phí khác
do ngân hàng đó quy định.
​​​​"
Ngân hàng quy định thời gian miễn lãi của các thẻ tín dụng như thế nào?,"Đối với thẻ TDQT Vietcombank Visa Signature/ Vietcombank Mastercard World: thời gian miễn lãi tối đa 55 ngày.
Đối với thẻ TDQT cá nhân mang thương hiệu American Express: thời gian miễn lãi tối đa 50 ngày.
Đối với thẻ TDQT cá nhân mang thương hiệu Visa/Mastercard/JCB/UnionPay khác: thời gian miễn lãi tối đa 45 ngày.
​
Đối với thẻ tín dụng công ty Vietcombank Visa Corporate, Vietcombank American Express Corporate: thời gian miễn lãi tối đa 57 ngày."
Làm thế nào để tôi có thể sử dụng thẻ bảo mật và an toàn?,"​
Khi thanh toán bằng thẻ tín dụng tại các điểm chấp nhận thẻ, Bạn cần kiểm tra số tiền in trên hóa đơn trước khi ký. Giữ một bản sao của hóa đơn mua hàng và khi nhân viên bán hàng đưa lại thẻ, bạn nên xem lại thẻ để tránh nhầm lẫn với thẻ của người khác. Ngoài ra, tuyệt đối không để bất cứ ai biết số thẻ và số CVV in tại mặt sau thẻ của bạn.
Đối với giao dịch online, bạn nên tham khảo và thực hiện giao dịch ở những trang web có tích hợp dịch vụ thanh toán an toàn (Xác thực bởi Visa/Master/JCB/American Express, hay còn gọi là Visa Secure/ Mastercard ID check/JCB Secured Code/American Express SafeKey) hoặc những trang web uy tín, có quy định rõ ràng về việc thanh toán online."
Tôi có thể tham khảo thông tin về biểu phí của thẻ ở đâu?,"​
Các thông tin cập nhật về biểu phí thẻ tín dụng khách hàng vui lòng truy cập tại website chính thức của Vietcombank www.vietcombank.com.vn hoặc liên lạc đến Hotline 24/7 của Trung tâm Hỗ Trợ khách hàng của Vietcombank: 1900.54.54.13
​."
"Sau khi được Vietcombank cấp hạn mức tín dụng để phát hành thẻ, tôi có thể đề nghị thay đổi hạn mức tín dụng của mình được không?","​
Hoàn toàn được nếu hạn mức của bạn vẫn còn hoặc bạn cung cấp thêm được chứng từ về khả năng trả nợ (thu nhập và tài sản bảo đảm). Nếu bạn muốn tăng hạn mức tín dụng, bạn có thể gửi đơn yêu cầu tăng hạn mức đến cho chúng tôi. Chúng tôi sẽ xem xét và giải quyết nếu yêu cầu của bạn là hợp lệ
​
."
Hạn mức của thẻ tín dụng Vietcombank được cấp cho khách hàng ra sao?,"​
Việc xét duyệt hạn mức cho thẻ tín dụng phụ thuộc vào nhiều yếu tố và được cấp dựa trên bảng xếp hạng tín dụng mà Vietcombank thiết lập. Chi tiết vui lòng liên hệ với chi nhánh gần nhất để được tư vấn."
"Khi phát hành thẻ tín dụng của Vietcombank, ngân hàng phát cho tôi mã PIN, mã PIN này để làm gì?","​
Ngân hàng gửi bạn mã PIN của thẻ tín dụng và đề nghị bạn lưu giữ cẩn thận do mã PIN này sẽ được sử dụng khi bạn rút tiền mặt tại ATM. Đây là số PIN
cố định và không thể thay đổi."
Tôi không có đủ chứng từ để chứng minh thu nhập nhưng vẫn muốn đăng ký thẻ tín dụng Vietcombank. Trong trường hợp này tôi nên làm thế nào?,"​
Nếu bạn không đủ chứng từ để chứng minh thu nhập, bạn vẫn có thể đăng ký thẻ tín dụng Vietcombank. Trong trường hợp này bạn có thể phát hành thẻ theo hình thức có bảo đảm. Hồ sơ đăng ký ngoài hợp đồng phát hành và sử dụng thẻ và giấy tờ chứng minh cá nhân, bạn cần cung cấp giấy tờ chứng minh hình thức bảo đảm. Cụ thể như sau:
Tài
sản
bảo đảm: dùng tài sản bảo đảm để bảo đảm phát hành thẻ:
Hồ sơ cần bổ sung:
Hợp đồng cầm cố tài sản bảo đảm (bản gốc)
và
Giấy tờ chứng minh TSBĐ theo quy định hiện hành của VCB
Loại tài sản bảo đảm được áp dụng:
tiền mặt, sổ tiết kiệm, phong tỏa tài khoản tiền gửi tại Vietcombank, trái phiếu Chính phủ, trái phiếu tổ chức tín dụng, các loại giấy tờ có giá do Vietcombank/các ngân hàng/tổ chức tài chính khác phát hành…"
Tôi cần những giấy tờ chứng minh thu nhập gì để có thể phát hành thẻ tín dụng Vietcombank?,"​
Nếu bạn là Cá nhân đang công tác tại các tổ chức/doanh nghiệp và:
Bạn nhận lương qua TK VCB: bạn sẽ được miễn cung cấp giấy tờ chứng minh thu nhập.
Bạn không nhận lương qua TK VCB: Bạn có thể lựa chọn 1 trong hai nhóm giấy tờ sau:
Nhóm 1: Sao kê lương qua NH trong 03 tháng gần nhất (bản gốc, có dấu xác nhận của NH) và Hợp đồng lao động/ Quyết định bổ nhiệm/ Quyết định nâng lương/ Quyết định tuyển dụng (bản photo).
Nhóm 2: Xác nhận của cơ quan công tác (bản gốc, có dấu xác nhận của người đại diện có thẩm quyền của cơ quan) theo mẫu NH quy định.
Ghi chú: Nếu bạn đang công tác tại các tập đoàn, tổng công ty/ công ty thuộc khu vực tư nhân, công ty hợp danh, đơn vị sự nghiệp ngoài công lập: cần cung cấp giấy tờ chứng minh thu nhập theo nhóm 1 nêu trên.
Nếu bạn là Chủ doanh nghiệp tư nhân: bạn cần cung cấp Báo cáo thuế trong 03 tháng gần nhất (bản photo),  Giấy chứng nhận đăng ký kinh doanh (bản photo)
Nếu bạn là Chủ hộ kinh doanh cá thể, Cá nhân kinh doanh tự do, tiểu thương và các trường hợp hành nghề tự do khác: bạn cần cung cấp Quyết toán thuế trong 01 năm gần nhất (bản photo)."
